PF08123_full,0.40,1228,166,7.39
PF08123_full,0.45,1228,217,5.65
PF08123_full,0.50,1228,270,4.54
PF08123_full,0.55,1228,314,3.91
PF08123_full,0.60,1228,359,3.42
PF08123_full,0.70,1228,470,2.61
PF08123_full,0.75,1228,533,2.30
PF08123_full,0.80,1228,578,2.12
PF08123_full,0.85,1228,635,1.93
PF08123_full,0.90,1228,700,1.75
PF08123_full,0.95,1228,805,1.52
