PF15847_full,0.40,14,1,14.00
PF15847_full,0.45,14,1,14.00
PF15847_full,0.50,14,2,7.00
PF15847_full,0.55,14,2,7.00
PF15847_full,0.60,14,3,4.66
PF15847_full,0.70,14,5,2.80
PF15847_full,0.75,14,6,2.33
PF15847_full,0.80,14,7,2.00
PF15847_full,0.85,14,9,1.55
PF15847_full,0.90,14,10,1.40
PF15847_full,0.95,14,12,1.16
