PF07655_full,0.40,557,76,0.13
PF07655_full,0.45,557,109,0.19
PF07655_full,0.50,557,145,0.26
PF07655_full,0.55,557,195,0.35
PF07655_full,0.60,557,242,0.43
PF07655_full,0.65,557,296,0.53
PF07655_full,0.70,557,350,0.62
PF07655_full,0.75,557,393,0.70
PF07655_full,0.80,557,436,0.78
PF07655_full,0.85,557,480,0.86
PF07655_full,0.90,557,520,0.93
PF07655_full,0.95,557,535,0.96
