PF14514_full,0.40,136,29,0.21
PF14514_full,0.45,136,36,0.26
PF14514_full,0.50,136,39,0.28
PF14514_full,0.55,136,44,0.32
PF14514_full,0.60,136,49,0.36
PF14514_full,0.65,136,53,0.38
PF14514_full,0.70,136,58,0.42
PF14514_full,0.75,136,63,0.46
PF14514_full,0.80,136,70,0.51
PF14514_full,0.85,136,79,0.58
PF14514_full,0.90,136,90,0.66
PF14514_full,0.95,136,115,0.84
